rosbagTimestamp;x;y;theta;linear_velocity;angular_velocity
1614354681198875877;5.544444561;5.544444561;0.0;0.0;0.0
1614354681215774926;5.544444561;5.544444561;0.0;0.0;0.0
1614354681216909707;5.544444561;5.544444561;0.0;0.0;0.0
1614354681225330587;5.544444561;5.544444561;0.0;0.0;0.0
1614354681231018001;5.544444561;5.544444561;0.0;0.0;0.0
1614354681244003380;5.544444561;5.544444561;0.0;0.0;0.0
1614354681246217068;5.544444561;5.544444561;0.0;0.0;0.0
1614354681258129139;5.544444561;5.544444561;0.0;0.0;0.0
1614354681261948498;5.544444561;5.544444561;0.0;0.0;0.0
1614354681273755683;5.544444561;5.544444561;0.0;0.0;0.0
1614354681278366665;5.544444561;5.544444561;0.0;0.0;0.0
1614354681289492398;5.544444561;5.544444561;0.0;0.0;0.0
1614354681294448392;5.544444561;5.544444561;0.0;0.0;0.0
1614354681311749571;5.544444561;5.544444561;0.0;0.0;0.0
1614354681326330991;5.544444561;5.544444561;0.0;0.0;0.0
1614354681334854078;5.544444561;5.544444561;0.0;0.0;0.0
1614354681344428760;5.544444561;5.544444561;0.0;0.0;0.0
1614354681348009317;5.544444561;5.544444561;0.0;0.0;0.0
1614354681362167502;5.544444561;5.544444561;0.0;0.0;0.0
1614354681366178097;5.544444561;5.544444561;0.0;0.0;0.0
1614354681378547613;5.544444561;5.544444561;0.0;0.0;0.0
1614354681395300903;5.544444561;5.544444561;0.0;0.0;0.0
1614354681395513164;5.544444561;5.544444561;0.0;0.0;0.0
1614354681397336511;5.544444561;5.544444561;0.0;0.0;0.0
1614354681412776369;5.544444561;5.544444561;0.0;0.0;0.0
1614354681422339188;5.544444561;5.544444561;0.0;0.0;0.0
1614354681424227923;5.544444561;5.544444561;0.0;0.0;0.0
1614354681428358374;5.544444561;5.544444561;0.0;0.0;0.0
1614354681439967745;5.544444561;5.544444561;0.0;0.0;0.0
1614354681447837779;5.544444561;5.544444561;0.0;0.0;0.0
1614354681456445639;5.544444561;5.544444561;0.0;0.0;0.0
1614354681460970088;5.544444561;5.544444561;0.0;0.0;0.0
1614354681473536934;5.544444561;5.544444561;0.0;0.0;0.0
1614354681488553089;5.544444561;5.544444561;0.0;0.0;0.0
1614354681489449301;5.544444561;5.544444561;0.0;0.0;0.0
1614354681494906792;5.544444561;5.544444561;0.0;0.0;0.0
1614354681511848531;5.544444561;5.544444561;0.0;0.0;0.0
1614354681512542912;5.544444561;5.544444561;0.0;0.0;0.0
1614354681517888171;5.544444561;5.544444561;0.0;0.0;0.0
1614354681526114517;5.544444561;5.544444561;0.0;0.0;0.0
1614354681535073175;5.544444561;5.544444561;0.0;0.0;0.0
1614354681543060090;5.544444561;5.544444561;0.0;0.0;0.0
1614354681549229353;5.544444561;5.544444561;0.0;0.0;0.0
1614354681562108506;5.544444561;5.544444561;0.0;0.0;0.0
1614354681566825132;5.544444561;5.544444561;0.0;0.0;0.0
1614354681572393593;5.544444561;5.544444561;0.0;0.0;0.0
1614354681588301637;5.544444561;5.544444561;0.0;0.0;0.0
1614354681588446119;5.544444561;5.544444561;0.0;0.0;0.0
1614354681598416427;5.544444561;5.544444561;0.0;0.0;0.0
1614354681604623252;5.544444561;5.544444561;0.0;0.0;0.0
1614354681614510977;5.544444561;5.544444561;0.0;0.0;0.0
1614354681621266534;5.544444561;5.544444561;0.0;0.0;0.0
1614354681640995028;5.544444561;5.544444561;0.0;0.0;0.0
1614354681643463336;5.544444561;5.544444561;0.0;0.0;0.0
1614354681646021655;5.544444561;5.544444561;0.0;0.0;0.0
1614354681651120970;5.544444561;5.544444561;0.0;0.0;0.0
1614354681666729264;5.544444561;5.544444561;0.0;0.0;0.0
1614354681667942077;5.544444561;5.544444561;0.0;0.0;0.0
1614354681683519123;5.544444561;5.544444561;0.0;0.0;0.0
1614354681699615097;5.544444561;5.544444561;0.0;0.0;0.0
1614354681701720190;5.544444561;5.544444561;0.0;0.0;0.0
1614354681706866933;5.544444561;5.544444561;0.0;0.0;0.0
1614354681711378332;5.544444561;5.544444561;0.0;0.0;0.0
1614354681725894831;5.544444561;5.544444561;0.0;0.0;0.0
1614354681729981133;5.544444561;5.544444561;0.0;0.0;0.0
1614354681748152994;5.544444561;5.544444561;0.0;0.0;0.0
1614354681755089860;5.544444561;5.544444561;0.0;0.0;0.0
1614354681757018566;5.544444561;5.544444561;0.0;0.0;0.0
1614354681760229537;5.544444561;5.544444561;0.0;0.0;0.0
1614354681778673267;5.544444561;5.544444561;0.0;0.0;0.0
1614354681781515221;5.544444561;5.544444561;0.0;0.0;0.0
1614354681790191356;5.544444561;5.544444561;0.0;0.0;0.0
1614354681803578773;5.544444561;5.544444561;0.0;0.0;0.0
1614354681806544866;5.544444561;5.544444561;0.0;0.0;0.0
1614354681826611820;5.544444561;5.544444561;0.0;0.0;0.0
1614354681828748152;5.544444561;5.544444561;0.0;0.0;0.0
1614354681840910019;5.544444561;5.544444561;0.0;0.0;0.0
1614354681842147876;5.544444561;5.544444561;0.0;0.0;0.0
1614354681856318311;5.544444561;5.544444561;0.0;0.0;0.0
1614354681856781525;5.544444561;5.544444561;0.0;0.0;0.0
1614354681864875562;5.544444561;5.544444561;0.0;0.0;0.0
1614354681879388412;5.544444561;5.544444561;0.0;0.0;0.0
1614354681887034374;5.544444561;5.544444561;0.0;0.0;0.0
1614354681887144762;5.544444561;5.544444561;0.0;0.0;0.0
1614354681895432124;5.544444561;5.544444561;0.0;0.0;0.0
1614354681906198554;5.544444561;5.544444561;0.0;0.0;0.0
1614354681910016309;5.544444561;5.544444561;0.0;0.0;0.0
1614354681918714015;5.544444561;5.544444561;0.0;0.0;0.0
1614354681930656196;5.544444561;5.544444561;0.0;0.0;0.0
1614354681934332113;5.544444561;5.544444561;0.0;0.0;0.0
1614354681944614826;5.544444561;5.544444561;0.0;0.0;0.0
1614354681956448955;5.544444561;5.544444561;0.0;0.0;0.0
1614354681961299069;5.544444561;5.544444561;0.0;0.0;0.0
1614354681965673835;5.544444561;5.544444561;0.0;0.0;0.0
1614354681987408537;5.544444561;5.544444561;0.0;0.0;0.0
1614354681990347774;5.544444561;5.544444561;0.0;0.0;0.0
1614354681992540211;5.544444561;5.544444561;0.0;0.0;0.0
1614354681998465696;5.544444561;5.544444561;0.0;0.0;0.0
1614354682010219230;5.544444561;5.544444561;0.0;0.0;0.0
1614354682014221935;5.544444561;5.544444561;0.0;0.0;0.0
1614354682024786474;5.544444561;5.544444561;0.0;0.0;0.0
1614354682032236976;5.544444561;5.544444561;0.0;0.0;0.0
1614354682041806356;5.544444561;5.544444561;0.0;0.0;0.0
1614354682055830094;5.544444561;5.544444561;0.0;0.0;0.0
1614354682060059877;5.544444561;5.544444561;0.0;0.0;0.0
1614354682063022839;5.544444561;5.544444561;0.0;0.0;0.0
1614354682075796000;5.544444561;5.544444561;0.0;0.0;0.0
1614354682093430354;5.544444561;5.544444561;0.0;0.0;0.0
1614354682098106053;5.544444561;5.544444561;0.0;0.0;0.0
1614354682101212717;5.544444561;5.544444561;0.0;0.0;0.0
1614354682107522211;5.544444561;5.544444561;0.0;0.0;0.0
1614354682111029234;5.544444561;5.544444561;0.0;0.0;0.0
